text;label
its ok southwest is still the best airline around just hate when baggage room runs out my now checked bag has headphones;2
please start flying to huntsville so i never have to fly american airlines again;0
flight nsw arrives at following flight from;1
no you are not you just care about mighty dollar;0
i have a child traveling cross countryshes will be turning in marchand cont;1
how do you get one;1
retiring with my hubby and its our th wedding anniversary this year companion pass please;1
beautiful view flying into san jose ca this evening;2
thank you swa and shannon g c for being a miracle worker awesome;2
but expect no help from gt;0
want go from new orleans houston see my dad at md anderson can you help me out;1
yes please;2
i changed my flight through st louis thanks for the reply though;2
flying by myself is getting old;1
really shouldnt offer sweeps if your link isnt going to work b;0
have had a companion pass for a few years and my wife and i use it all the time thanks southwest for making travel easy;2
why can we no longer change trips with a companion online been doing it for years now get message cant be done online;0
wifi is so slow it totally precludes working on the web will not book swa for business travel wish i hadnt lit on fire;0
yes pleasemy son lives in nj;1
companion pass please;1
constantly providing wonderful views and service southwestluv;2
everyone deserves red carpet tx until they destroy your luggage amp;0
staff was overall awful through multiple airports would have switched airlines if another flight was available;0
lol i already am i am a card member as well too lol i enjoy flying with you guys;2
th anniversary on april th still sweethearts companions lifetime sons families love;2
well we all need something to aim for;1
yes pleasehow do we get that companion pass;2
on flight and i paid for wifi that cant load a website functionally except for your own live streaming unacceptable;0
gimme;1
flights still going to dal;1
youve inspired me to start my own airline to combat your weak ass airline sick of this shit;0
is service to aruba being permanently discontinued in august;1
yes please;2
i miss mine terribly a for my th anniversary would be amazing it would mean luv is in the air dontmakemebeg;2
i heart my cp status sure would be nice to have though;2
redcarpet southwest companion pass would be great;2
i would love a great deal from bwi to las memorial day weekend aka my bday weekend;1
i want one;2
everyones flights who were cancelled flightled today deserve;0
companion pass because everyone deserves redcarpet treatment and a even if its your mom;2
sign me up;2
i would love a redcarpet treatment;1
